Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Correspondence Address,Document Type,Publication Stage,Open Access,Source,EID
"Rutishauser E., Hérault B., Petronelli P., Sist P.","36160653100;8715617900;35262486200;6603621678;","Tree Height Reduction After Selective Logging in a Tropical Forest",2016,"Biotropica","48","3",,"285","289",,30,"10.1111/btp.12326","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962757768&doi=10.1111%2fbtp.12326&partnerID=40&md5=03c257fcd50b4ccc7276f5773c5853b7","By harvesting scattered large trees, selective logging increases light availability and thereby stimulates growth and crown expansion at early-life stage among remnant trees. We assessed the effects of logging on total and merchantable bole (i.e., lowest branch at crown base) heights on 952 tropical canopy trees in French Guiana. We observed reductions in both total (mean, -2.3 m) and bole (mean, -2.0 m) heights more than a decade after selective logging. Depending on local logging intensity, height reductions resulted in 2-13 percent decreases in aboveground tree biomass and 3-17 percent decreases in bole volume. These results highlight the adverse effects of logging at both tree and stand levels. This decrease in height is a further threat to future provision of key environmental services, such as timber production and carbon sequestration. © 2016 The Association for Tropical Biology and Conservation.","Carbon sequestration; Forest management; Logging; Tropical forests; Wood production","Rutishauser, E.; CarboForExpert (carboforexpert.ch)Switzerland; email: er.rutishauser@gmail.com",Article,"Final","",Scopus,2-s2.0-84962757768
"Loveridge R., Wearn O.R., Vieira M., Bernard H., Ewers R.M.","57136680600;36553438200;7202140824;7103326502;56821362600;","Movement Behavior of Native and Invasive Small Mammals Shows Logging May Facilitate Invasion in a Tropical Rain Forest",2016,"Biotropica","48","3",,"373","380",,10,"10.1111/btp.12306","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959048562&doi=10.1111%2fbtp.12306&partnerID=40&md5=41d2a3a774d2183849b889458226d668","Invasive species pose one of the greatest threats to biodiversity. This study investigates the extent to which human disturbance to natural ecosystems facilitates the spread of non-native species, focusing on a small mammal community in selectively logged rain forest, Sabah, Borneo. The microhabitat preferences of the invasive Rattus rattus and three native species of small mammal were examined in three-dimensional space by combining the spool-and-line technique with a novel method for quantifying fine-scale habitat selection. These methods allowed the detection of significant differences for each species between the microhabitats used compared with alternative, available microhabitats that were avoided. Rattus rattus showed the greatest preference for heavily disturbed habitats, and in contrast to two native small mammals of the genus Maxomys, R. rattus showed high levels of arboreal behavior, frequently leaving the forest floor and traveling through the understory and midstory forest strata. This behavior may enable R. rattus to effectively utilize the complex three-dimensional space of the lower strata in degraded forests, which is characterized by dense vegetation. The behavioral flexibility of R. rattus to operate in both terrestrial and arboreal space may facilitate its invasion into degraded forests. Human activities that generate heavily disturbed habitats preferred by R. rattus may promote the establishment of this invasive species in tropical forests in Borneo, and possibly elsewhere. We present this as an example of a synergistic effect, whereby forest disturbance directly threatens biodiversity and indirectly increases the threat posed by invasive species, creating habitat conditions that facilitate the establishment of non-native fauna. © 2016 The Association for Tropical Biology and Conservation.","Rattus rattus; Arboreality; Habitat preference; Invasion; Selective logging; Synergistic effects","Loveridge, R.; Department of Life Sciences, Silwood Park Campus, Buckhurst Road, United Kingdom; email: robin.loveridge@googlemail.com",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84959048562
"Rivett S.L., Bicknell J.E., Davies Z.G.","57132853700;8238557400;57200309883;","Effect of reduced-impact logging on seedling recruitment in a neotropical forest",2016,"Forest Ecology and Management","367",,,"71","79",,12,"10.1016/j.foreco.2016.02.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958987623&doi=10.1016%2fj.foreco.2016.02.022&partnerID=40&md5=35d90e8aae9372f86b48084c6fde2d76","Seedling growth and survival are critical for tropical rainforest regeneration. Alterations to natural disturbance regimes, such as those brought about by logging, have the potential to shift relative species abundances and the community composition of forests, resulting in population declines for commercially valuable species. Timber operations therefore need to minimise such changes if long-term sustainability is to be achieved within the industry. Reduced-impact logging (RIL) has been promoted widely as an alternative management strategy to conventional selective logging, as it employs practices that decrease the negative impacts of logging within forests. However, the long-term sustainability of RIL, including the influence it has on the regeneration of species targeted for timber extraction, is still uncertain. Here we undertake a comparative study in Iwokrama forest, Guyana, examining seedling densities of four commercially valuable and two pioneer tree species in unlogged, 1.5 years and 4.5 years postharvest forest plots to ascertain how seedling regeneration is effected by RIL. We find that RIL had either a neutral or positive impact on the density of seedlings of timber species when compared to unlogged forest, with pioneer species densities remaining rare. We conclude that the forestry practices associated with RIL have little effect on the natural regeneration rates of key commercially valuable tree species in logged neotropical forests. © 2016 Elsevier B.V.","Forest disturbance; Guyana; Regeneration; RIL; Sustainable forestry; Timber","Bicknell, J.E.; Durrell Institute of Conservation and Ecology (DICE), United Kingdom; email: J.E.Bicknell@kent.ac.uk",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84958987623
"Fischer R., Bohn F., Dantas de Paula M., Dislich C., Groeneveld J., Gutiérrez A.G., Kazmierczak M., Knapp N., Lehmann S., Paulick S., Pütz S., Rödig E., Taubert F., Köhler P., Huth A.","57207754868;55505261800;7005145871;35768946800;7003656621;7202028604;56208730100;56958339100;56519325600;56397048000;24554606500;57035331900;55215357700;7102284923;35550089500;","Lessons learned from applying a forest gap model to understand ecosystem and carbon dynamics of complex tropical forests",2016,"Ecological Modelling","326",,,"124","133",,87,"10.1016/j.ecolmodel.2015.11.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961159772&doi=10.1016%2fj.ecolmodel.2015.11.018&partnerID=40&md5=26d1cad00a186feb4f9a96aedf4b0949","Forests worldwide are threatened by various environmental and anthropogenic hazards, especially tropical forests. Knowledge on the impacts of these hazards on forest structure and dynamics has been compiled in empirical studies. However, the results of these studies are often not sufficient for long-term projections and extrapolations to large spatial scales especially for unprecedented environmental conditions, which require both the identification and understanding of key underlying processes. Forest models bridge this gap by incorporating multiple ecological processes in a dynamic framework (i.e. including a realistic model structure) and addressing the complexity of forest ecosystems. Here, we describe the evolution of the individual-based and process-based forest gap model FORMIND and its application to tropical forests. At its core, the model includes physiological processes on tree level (photosynthesis, respiration, tree growth, mortality, regeneration, competition). During the past two decades, FORMIND has been used to address various scientific questions arising from different forest types by continuously extending the model structure. The model applications thus provided understanding in three main aspects: (1) the grouping of single tree species into plant functional types is a successful approach to reduce complexity in vegetation models, (2) structural realism was necessary to analyze impacts of natural and anthropogenic disturbances such as logging, fragmentation, or drought, and (3) complex ecological processes such as carbon fluxes in tropical forests - starting from the individual tree level up to the entire forest ecosystem - can be explored as a function of forest structure, species composition and disturbance regime. Overall, this review shows how the evolution of long-term modelling projects not only provides scientific understanding of forest ecosystems, but also provides benefits for ecological theory and empirical study design. © 2015 The Authors.","Carbon balance; Disturbance; Forest simulations; FORMIND; Species richness; Structural realism","Fischer, R.; Helmholtz Centre for Environmental Research GmbH-UFZ, Permoserstr. 15, Germany; email: rico.fischer@ufz.de",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-84961159772
"Oyama K., Martínez-Ramos M., Peñaloza-Ramírez J.M., Rocha-Ramírez V., Armenta-Medina E.G., Hernández-Soto P.","55731059200;56013675200;36091943700;6506834980;57189659946;57015573400;","Population genetic structure of an extremely logged tree species Guaiacum sanctum L. in the Yucatan Peninsula, Mexico",2016,"Botanical Sciences","94","2",,"345","356",,1,"10.17129/botsci.278","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973896897&doi=10.17129%2fbotsci.278&partnerID=40&md5=ddf639a8ad01ae435d1dc801b1908260","Habitat disturbance in tropical forests has affected the viability of several tree species. In Mexico, populations of Guaiacum sanctum have disappeared in some regions due to a strong habitat reduction which could endanger the genetic diversity and connectivity of remnant populations. In this study, 17 populations from the Yucatán Peninsula were analyzed with seven nuclear microsatellites. Several parameters describing the genetic diversity were estimated. The genetic structure was evaluated using Bayesian cluster analysis. Population bottlenecks, effective population size, and genetic connectivity were estimated. Populations of G. sanctum showed high values of genetic diversity. Two genetic groups with contrasting distributions were detected, the first one located in northern Yucatán and Quintana Roo and the second, in southern Campeche. Evidence of population bottleneck was detected only for Campeche populations. Also, we found indications of significant levels of inbreeding and a low effective population size. The connectivity analysis revealed exchange among populations of G. sanctum but the habitat fragmentation may act to impede gene flow, contributing to the division observed between clusters. This genetic differentiation was possibly caused by environmental pressures, although effects of historical extensive logging practices occurred in southern Mexico during the last few decades cannot be discarded. Fragmentation has a negative effect on ecosystem services and on the availability of favorable sites for seedling establishment, which could disturb pollination and dispersion processes, modifying in the long term the effective population size.","Bayesian clustering; Connectivity; Genetic diversity and structure; Guaiacum sanctum; Population bottleneck","Oyama, K.; Escuela Nacional de Estudios Superiores Unidad Morelia, Mexico; email: kenoyama@enesmorelia.unam.mx",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-84973896897
"Liu W.W., Wang X.K., Lu F., Ouyang Z.Y.","55723565200;35239384200;56870694200;7006468812;","Influence of afforestation, reforestation, forest logging, climate change, CO2 concentration rise, fire, and insects on the carbon sequestration capacity of the forest ecosystem",2016,"Shengtai Xuebao","36","8",,"2113","2122",,6,"10.5846/stxb201411022143","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964794809&doi=10.5846%2fstxb201411022143&partnerID=40&md5=142ea0d725ba253d7f0d5afdf2f954ea","Controlling the rising levels of atmospheric greenhouse gas (GHG, especially CO2) concentration to mitigate global climate change is arguably the most challenging environmental issue encountered by China and many other countries. Forest ecosystem, which is an integral part of terrestrial ecosystems, can play a significant role in absorbing CO2 from the atmosphere and aiding global climate change mitigation, subsequently contributing to meet the national commitment and demand of carbon emission reduction and carbon sink enhancement. Afforestation and reforestation, as recognized in the Kyoto Protocol, provide relatively low-cost and effective solutions to enhance forest ecosystem carbon sink. Meanwhile, the carbon sequestration capacity of a forest ecosystem is enormously affected by various natural and anthropogenic factors, which may convert the forest ecosystem from a carbon sink to a source. Therefore, the understanding of the influence of afforestation, reforestation, and those factors on the carbon sequestration capacity of the forest ecosystem is important for the accurate estimation of global and regional forest ecosystem carbon budget. In this study, the recent research progresses on the effect of afforestation and reforestation on carbon sequestration capacity of global and regional forest has been reviewed, along with the influence of several natural and anthropogenic disturbances (i.e., forest logging, climate change, CO2 concentration enhancement, fire, and insect). It was indicated that the carbon sequestration capacity of global afforestation and reforestation was in the range of 148 to 2400 TgC/a, varying regionally as follows: tropical forest (1700 TgC/a) &gt; boreal forest (700 TgC/a) &gt; temperate forest (27-500 TgC/a). Furthermore, besides climate change and CO2 concentration rise, other factors that caused carbon emissions in the forest have been summed up and listed below. Forest logging caused the highest carbon emissions (900 TgC/a), followed by forest fire (300 TgC/a), and insects caused the lowest carbon emissions (2-107 TgC/a). Henceforth, more attention should be paid on the influence of carbon sequestration measures and integrated effects of multiple forms of disturbance on the carbon sequestration capacity of forest ecosystems, especially carbon sequestration capacity of forest soil. Furthermore, controlling forest logging and fire, along with reducing or avoiding additional carbon leakage due to afforestation and reforestation would also greatly contribute to forest carbon sequestration. © 2016, Ecological Society of China. All rights reserved.","Afforestation and reforestation; Carbon sequestration capacity; Climate change; CO2 concentration rise; Fire; Forest ecosystem; Insect; Logging","Wang, X.K.; State Key Laboratory of Urban and Regional Ecology, China; email: wangxk@rcees.ac.cn",Article,"Final","",Scopus,2-s2.0-84964794809
"Ruslim Y., Sihombing R., Liah Y.","57188714754;57188731090;57188720777;","Stand damage due to mono-cable winch and bulldozer yarding in a selectively logged tropical forest",2016,"Biodiversitas","17","1",,"222","228",,11,"10.13057/biodiv/d170132","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962538903&doi=10.13057%2fbiodiv%2fd170132&partnerID=40&md5=a233b2cfe404f0ab51972abe8aa086fd","Timber yarding with bulldozers has substantial unwanted environmental impacts and degrades the quality residual stands. We contrasted the impacts of bulldozer yarding with yarding with a sled-mounted mono-cable winches equipped with 20 and 26 horsepower engines and 100 m of wire in a natural forest timber concession in East Kalimantan, Indonesia. We compared the two systems on the basis of productivity and stand damage in forests that were selectively logged at the same intensity on slopes ≤ 40% for bulldozer and for mono-cable yarding on slopes ≤55%. On slopes ≤40%, bulldozers yarded an average of 10.3 m3 hm-1 hour-1 to roadside log landings whereas mono-cable winch productivity was 7.8 m3 hm-1 hour-1. In these areas, mono-cable winching caused 1.2%, 2.0%, 0.6%, and 27.0% less damage to seedlings, saplings, poles, and trees than bulldozer yarding. Our study demonstrates that conventional methods such as bulldozer skidding created damage at seedling, sapling, pole and tree levels of vegetation around 15.3%, 9.9%, 10.8% and 34.5% at slope ≤40%. Winch-yarding is rare in tropical forestry, but the low cost of the mono-cable system we tested ($4,000), its productivity of 20.9 m3 day-1 for yarding distances that averaged 70.5 m, employment opportunities, and reduced environmental impacts indicate that such systems could make a major contribution to reduced-impact logging and promote local development. © 2016, Society for Indonesian Biodiversity. All rights reserved.","Kalimantan; Log yarding; Reduced-impact logging; Selective logging; Tropical forestry",,Article,"Final","",Scopus,2-s2.0-84962538903
"Pfeifer M., Kor L., Nilus R., Turner E., Cusack J., Lysenko I., Khoo M., Chey V.K., Chung A.C., Ewers R.M.","12140448500;57201388242;11141657700;22952157100;56443837700;7003607667;56592133600;6602250939;7103291630;56821362600;","Mapping the structure of Borneo's tropical forests across a degradation gradient",2016,"Remote Sensing of Environment","176",,,"84","97",,62,"10.1016/j.rse.2016.01.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961338694&doi=10.1016%2fj.rse.2016.01.014&partnerID=40&md5=3a2018b14853664128252a67bfc062c0","South East Asia has the highest rate of lowland forest loss of any tropical region, with logging and deforestation for conversion to plantation agriculture being flagged as the most urgent threats. Detecting and mapping logging impacts on forest structure is a primary conservation concern, as these impacts feed through to changes in biodiversity and ecosystem functions. Here, we test whether high-spatial resolution satellite remote sensing can be used to map the responses of aboveground live tree biomass (AGB), canopy leaf area index (LAI) and fractional vegetation cover (FCover) to selective logging and deforestation in Malaysian Borneo. We measured these attributes in permanent vegetation plots in rainforest and oil palm plantations across the degradation landscape of the Stability of Altered Forest Ecosystems project. We found significant mathematical relationships between field-measured structure and satellite-derived spectral and texture information, explaining up to 62% of variation in biophysical structure across forest and oil palm plots. These relationships held at different aggregation levels from plots to forest disturbance types and oil palms allowing us to map aboveground biomass and canopy structure across the degradation landscape. The maps reveal considerable spatial variation in the impacts of previous logging, a pattern that was less clear when considering field data alone. Up-scaled maps revealed a pronounced decline in aboveground live tree biomass with increasing disturbance, impacts which are also clearly visible in the field data even a decade after logging. Field data demonstrate a rapid recovery in forest canopy structure with the canopy recovering to pre-disturbance levels a decade after logging. Yet, up-scaled maps show that both LAI and FCover are still reduced in logged compared to primary forest stands and markedly lower in oil palm stands. While uncertainties remain, these maps can now be utilised to identify conservation win-wins, especially when combining them with ongoing biodiversity surveys and measurements of carbon sequestration, hydrological cycles and microclimate. © 2015.","Biophysical structure; Borneo; Co-occurrence measures; Degradation; Field data; Humid tropical forests; Maps; RapidEye™; Spectral reflectance","Pfeifer, M.; School of Biology, Ridley Building 2, United Kingdom; email: marion.pfeifer@gmail.com",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84961338694
"Costantini D., Edwards D.P., Simons M.J.P.","9943354700;7404087101;24342329200;","Life after logging in tropical forests of Borneo: A meta-analysis",2016,"Biological Conservation","196",,,"182","188",,26,"10.1016/j.biocon.2016.02.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959344461&doi=10.1016%2fj.biocon.2016.02.020&partnerID=40&md5=23da1b151a026cafb53ca8ab23c4c127","Selectively logged tropical forests retain high species richness and functional diversity, but species composition changes after logging, suggesting that some species are more vulnerable to logging than others. We did a meta-analysis to summarise the effect of logging on the abundance of individual bird and mammal species in tropical forests of Borneo, which have suffered some of the most intense selective logging in the tropics. We found that species classified by the International Union for Conservation of Nature (IUCN) as 'vulnerable' or 'near-threatened' are generally less abundant in logged tropical forests than those classified as 'least concern'. However, the effect of logging within each IUCN category is variable, indicating that logging is not the only or main cause of decline in abundance. While our results show that closely related species responded similarly to logging, in birds there was significant variation between responses of some closely related species. Bigger species were significantly more susceptible to logging than smaller species in both birds and mammals. We also found that cavity-nesting birds suffered more from logging than did other species. Our results highlight the importance of identifying which factors lead individual species to flourish or suffer in logged tropical forests. © 2016 The Authors.","Biodiversity; IUCN; Logging; Rainforests; Silviculture; Vertebrates","Costantini, D.; Department of Biology, Universiteitsplein 1, Belgium; email: davidcostantini@libero.it",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-84959344461
"Rocha-Santos L., Pessoa M.S., Cassano C.R., Talora D.C., Orihuela R.L.L., Mariano-Neto E., Morante-Filho J.C., Faria D., Cazetta E.","55534438300;57060083400;7003597710;8140340700;36057248400;26325011700;55697912500;23105657600;6504790532;","The shrinkage of a forest: Landscape-scale deforestation leading to overall changes in local forest structure",2016,"Biological Conservation","196",,,"1","9",,56,"10.1016/j.biocon.2016.01.028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956897857&doi=10.1016%2fj.biocon.2016.01.028&partnerID=40&md5=b1ca290640508c5fa000a92144514bda","Habitat loss is one of the primary drivers of change in forest biodiversity and ecosystem function worldwide. The synergetic effects of habitat loss and fragmentation might lead to profound impacts on forest structure and composition, conducting forest fragments towards early successional stages (retrogressive succession). In this study, we tested this hypothesis by evaluating how landscape-scale forest loss affects the forest structure. We sampled forest structure descriptors in 40 forest sites in landscapes ranging from 3 to 100% forest cover. Forest cover was negatively related to most of the structural variables, generally in a non-linear manner. In contrast, dead trees and logging were ubiquitous and not related to forest cover. The forest remnants in more deforested landscapes retain early successional forest attributes, with tree assemblages that are less dense, shorter, thinner, with an overall basal area loss, and with increasing canopy openness. This structural degradation indicates that landscape-scale forest loss strongly determines the trajectory of the local forest structure, pushing forests to a retrogressive succession process, which is more likely to occur in deforested landscapes and can lead to functional forest erosion. Our findings indicate that remnants within deforested landscapes may suffer recruitment limitation, primarily of large trees. Additionally, the forest structure characteristics were more severely degraded in landscapes with less than 40% forest cover. In the face of these results, the recommendation is to avoid the reduction of forest cover below this threshold, at which point structural erosion becomes more severe, with predictable negative consequences on biodiversity and ecosystem service maintenance. © 2016 Elsevier B.V.","Extinction threshold; Habitat loss; Landscape changes; Retrogressive succession; Tree community; Tropical forest","Cazetta, E.; PPG Ecologia e Conservação da Biodiversidade, Brazil; email: eliana.cazetta@gmail.com",Article,"Final","",Scopus,2-s2.0-84956897857
"Ellis P., Griscom B., Walker W., Gonçalves F., Cormier T.","56003198500;6507912815;7402797831;22234159500;56425648300;","Mapping selective logging impacts in Borneo with GPS and airborne lidar",2016,"Forest Ecology and Management","365",,,"184","196",,36,"10.1016/j.foreco.2016.01.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956698758&doi=10.1016%2fj.foreco.2016.01.020&partnerID=40&md5=b7b8cc75d2878cc98d20f6ff8e1ac021","Reduced-impact logging (RIL) is a promising management strategy for biodiversity conservation and carbon sequestration, but incentive mechanisms are hindered by inadequate monitoring methods. We mapped 937 ha of logging infrastructure in a selectively harvested tropical forest to inform a scalable approach to measuring the impacts of discrete management practices (hauling, skidding, and felling). We used a lidar-derived disturbance model to map all skid trails and haul roads within 26 months of the selective harvest of six blocks of dipterocarp forest in five industrial concessions in East Kalimantan, Indonesia. Lidar maps of logging impacts (220 ha) agreed well with ground-based maps (total of 217 ha, RMS error of 6 ha or 3%), but skid trail positions agreed only 59% of the time. Due to rapid forest regeneration, total lidar-derived haul road area was 31% smaller than road area measured in the field; agreement was higher for lidar collections within a year of the harvest. Maps of carbon density generated from Fourier transforms of lidar height profiles estimated skidding and felling biomass losses to within 1-5% of ground-based measurements. Lidar-derived skidding and hauling impact zones covered only 69% of the permitted harvest area; the remaining areas showed no signs of logging disturbance, and available biophysical data did not explain their location. These results emphasize the need for more extensive mapping of logging infrastructure to capture spatial variability in skid trail density and hitherto undetected no-impact zones. While a ground-based GPS is recommended as the most affordable method for wide-scale infrastructure mapping, aerial lidar is an effective tool for remotely quantifying the extent of logging impacts in tropical forests. © 2016 The Authors.","Biomass map; Carbon emissions; Lidar; Logging infrastructure; Reduced impact logging","Ellis, P.; The Nature Conservancy, 4245 Fairfax Drive, United States; email: pellis@tnc.org",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-84956698758
"Marques J.T., Ramos Pereira M.J., Palmeirim J.M.","35316117700;57222618200;6602579488;","Patterns in the use of rainforest vertical space by Neotropical aerial insectivorous bats: All the action is up in the canopy",2016,"Ecography","39","5",,"476","486",,31,"10.1111/ecog.01453","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936984859&doi=10.1111%2fecog.01453&partnerID=40&md5=1bdab9ab3c3bcdfc6b1efe4638a48149","In tropical rainforests environmental conditions vary dramatically from the ground to the canopy, resulting in a marked stratification in the way vertical space is used by organisms, but research work is often limited to the understorey layer. Aerial insectivorous bats are a highly diverse group that plays key roles in the ecology of rainforests, but their use of vertical space remains elusive. Using automatic ultrasound recording stations placed in the canopy, subcanopy and understorey we tested if bat activity and species diversity are vertically stratified, both in the forest interior and near the edges of water bodies. These patterns were tested separately for individual species, and for two functional groups - open space and edge space bats. Insectivorous bat activity increased by roughly seven fold, and species diversity doubled, from the understorey to the canopy. Both edge space and open space bats were more active in the upper strata, but this tendency was much more accentuated in the latter. Myotis riparius was the only species with greater activity near the understorey. These patterns were altered at the edges of water bodies, where vertical stratification was much less marked. The observed patterns are parsimoniously explained by constraints imposed by vegetation clutter that change across strata, which affect bat species differently. Only bats better adapted to closed spaces are usually capable of foraging within the understorey, whereas the majority of species can exploit the free spaces immediately below the canopy; open space bats seem to concentrate their activity above the canopy. This importance of the inter strata open spaces for bat foraging highlights the need to preserve pristine stratified rainforests, as even selective logging usually disrupts vertical stratification. Moreover, the concentration of insectivorous bats at the upper strata of rainforests underlines the need to include canopy level sampling in ecological studies. © 2016 Nordic Society Oikos.",,"Marques, J.T.; Depto de Biologia Animal, Portugal; email: jtiagomarques@gmail.com",Article,"Final","",Scopus,2-s2.0-84936984859
"Haurez B., Tagg N., Petre C.-A., Vermeulen C., Doucet J.-L.","55763954000;8365266900;55347244100;26428620400;57191898959;","Short term impact of selective logging on a western lowland gorilla population",2016,"Forest Ecology and Management","364",,,"46","51",,12,"10.1016/j.foreco.2015.12.030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956857142&doi=10.1016%2fj.foreco.2015.12.030&partnerID=40&md5=ff503db5ccacbcb12b0b137e34b76dae","Selective timber production is implemented over a large proportion of the world's tropical forests. Within these forest ecosystems, the frugivore community contributes important ecological services through animal-mediated seed dispersal. However, there is no clear understanding of the impacts of logging on wildlife or of the extent to which seed dispersal is preserved in logged forests. Given its tendency for nesting in light gaps, the western lowland gorilla is likely to provide directed-dispersal services to a wide range of tree species. Production forests preserved from poaching have been reported to harbor high densities of gorillas, but the monitoring of gorilla populations subjected to logging is poorly documented. This study investigated gorilla density and nesting behavior after timber exploitation in a logging concession in southeast Gabon. Nest count censuses were performed on line transects, before and after the second felling cycle. Gorilla density dropped from 1.5 (116.7 nests km-2, 95% CI = 83.4-163.5) to 1.0 (64.9 nests km-2, % CI = 32.6-129.5) weaned gorilla km-2 4-6 months after logging, then rose to 2.6 (176.3 nests km-2, 95% CI = 113.5-274.1) gorillas km-2 9-11 months after logging. A consistent preference for nesting in open canopy terra firma forest was observed during all censuses. This study demonstrates the short-term resilience of the western lowland gorilla to selective timber harvesting, and argues that they offer a continued contribution to directed-dispersal services within months after logging. Although a long-term monitoring of gorillas in a logged forest should be undertaken, the role of this species in logged forest recovery is thought to be important. The preservation of gorilla should receive particular consideration by forest managers. © 2015 Elsevier B.V.","Density; Gabon; Gorilla gorilla gorilla; Line transects; Nesting behavior; Timber exploitation","Haurez, B.; Laboratory of Tropical Forestry, Passage des Déportés 2, Belgium; email: bhaurez@doct.ulg.ac.be",Article,"Final","",Scopus,2-s2.0-84956857142
"Spracklen D.V., Righelato R.","8942525300;19640275300;","Carbon storage and sequestration of re-growing montane forests in southern Ecuador",2016,"Forest Ecology and Management","364",,,"139","144",,18,"10.1016/j.foreco.2016.01.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954558035&doi=10.1016%2fj.foreco.2016.01.001&partnerID=40&md5=f4d140879eb4aea7692f9ffcc8fe56cf","The storage and sequestration of carbon by tropical montane forests is poorly understood. We quantified the above-ground biomass (AGB) storage in secondary tropical montane forests in southern Ecuador. The AGB in older secondary (&gt;40 years old) forest was found to be 158±38Mgha-1 of land surface at 1000 m elevation and 104±25Mgha-1 of land surface at 2250 m elevation. This is less than the storage reported in a recent synthesis of AGB observations in mature tropical montane forests, potentially due to a legacy of selective logging within our study sites. The slope angle resulted in AGB being 1.5-10% greater when reported on a planimetric compared to land surface area basis. We also quantified AGB in areas of abandoned pasture where grazing and fire had been excluded. Pasture that had been recently abandoned (1-2years) stored 2-18Mgha-1 of AGB with the higher values due to the presence of relict trees. Re-growing secondary forests, established through natural regeneration, accumulated AGB at a rate of 10Mgha-1yr-1 at 1000 m elevation and 4Mgha-1yr-1 at 2250m elevation, for the first 5-7years after pasture abandonment. After 12-15 years, accumulation of AGB slowed to 1-2Mgha-1yr-1. Net biomass accumulation rates were similar to those observed in lowland humid tropical forests, suggesting that regenerating tropical montane forests provide an important carbon sequestration. In newly regenerating forests, small trees (DBH &lt; 10cm) contributed up to 50% of total AGB. In the older secondary forest at high elevation coarse dead wood contributed 34% of total AGB. © 2016 The Authors.","Biomass; Reforestation; Sequestration; Tropical montane forest","Spracklen, D.V.; School of Earth and Environment, United Kingdom; email: D.V.Spracklen@leeds.ac.uk",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-84954558035
"Hansen M.C., Krylov A., Tyukavina A., Potapov P.V., Turubanova S., Zutta B., Ifo S., Margono B., Stolle F., Moore R.","7401874732;56017060400;55324316900;24462074700;6504155241;15081886300;55548161700;37049041600;6603742228;56704049300;","Humid tropical forest disturbance alerts using Landsat data",2016,"Environmental Research Letters","11","3","034008","","",,132,"10.1088/1748-9326/11/3/034008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962289827&doi=10.1088%2f1748-9326%2f11%2f3%2f034008&partnerID=40&md5=fd249fc96c9788e44ca1b5b71965e4cc","A Landsat-based humid tropical forest disturbance alert was implemented for Peru, the Republic of Congo and Kalimantan, Indonesia. Alerts were mapped on a weekly basis as new terrain-corrected Landsat 7 and 8 images were made available; results are presented for all of 2014 and through September 2015. The three study areas represent different stages of the forest land use transition, with all featuring a variety of disturbance dynamics including logging, smallholder agriculture, and agroindustrial development. Results for Peru were formally validated and alerts found to have very high user's accuracies and moderately high producer's accuracies, indicating an appropriately conservative product suitable for supporting land management and enforcement activities. Complete pan-tropical coverage will be implemented during 2016 in support of the Global Forest Watch initiative. To date, Global Forest Watch produces annual global forest loss area estimates using a comparatively richer set of Landsat inputs. The alert product is presented as an interim update of forest disturbance events between comprehensive annual updates. © 2016 IOP Publishing Ltd.",,,Article,"Final","All Open Access, Gold",Scopus,2-s2.0-84962289827
